"","workerData","model","softness","obedience","alpha","kl_factor","type","cross_validated","Nr"
"151",0.233961538461539,0.208115384615384,"individually_opt","0",1,"1","fullRSA","no",2
"152",0.205265306122449,0.208061224489796,"individually_opt","0",1,"1","fullRSA","no",2
"153",0.179775510204082,0.198795918367347,"individually_opt","0",1,"1","fullRSA","no",2
"154",0.210530612244898,0.197204081632653,"individually_opt","0",1,"1","fullRSA","no",2
"155",0.187908163265306,0.198795918367347,"individually_opt","0",1,"1","fullRSA","no",2
"156",0.216469387755102,0.197204081632653,"individually_opt","0",1,"1","fullRSA","no",2
"157",0.199294117647059,0.209911764705882,"individually_opt","0",1,"1","fullRSA","no",2
"158",0.181852941176471,0.209911764705882,"individually_opt","0",1,"1","fullRSA","no",2
"159",0.212647058823529,0.193352941176471,"individually_opt","0",1,"1","fullRSA","no",2
"160",0.215411764705882,0.193352941176471,"individually_opt","0",1,"1","fullRSA","no",2
"161",0.190735294117647,0.193352941176471,"individually_opt","0",1,"1","fullRSA","no",2
"162",0.201614457831325,0.256963855421687,"individually_opt","0",1,"1","fullRSA","no",2
"163",0.207819277108434,0.256963855421687,"individually_opt","0",1,"1","fullRSA","no",2
"164",0.285313253012048,0.239542168674699,"individually_opt","0",1,"1","fullRSA","no",2
"165",0.305216867469879,0.246698795180723,"individually_opt","0",1,"1","fullRSA","no",2
"166",0.326223140495867,0.332999999999999,"individually_opt","0",1,"1","fullRSA","no",2
"167",0.344413223140495,0.332999999999999,"individually_opt","0",1,"1","fullRSA","no",2
"168",0.328743801652892,0.332999999999999,"individually_opt","0",1,"1","fullRSA","no",2
"169",0.0976265060240964,0.111,"0","0",1,"individually_opt","fullRSA","no",3
"170",0.125963855421687,0.111,"0","0",1,"individually_opt","fullRSA","no",3
"171",0.104168674698795,0.111,"0","0",1,"individually_opt","fullRSA","no",3
"172",0.103168674698795,0.111,"0","0",1,"individually_opt","fullRSA","no",3
"173",0.10444578313253,0.111,"0","0",1,"individually_opt","fullRSA","no",3
"174",0.118638554216867,0.111,"0","0",1,"individually_opt","fullRSA","no",3
"175",0.102313253012048,0.111,"0","0",1,"individually_opt","fullRSA","no",3
"176",0.127253012048193,0.111,"0","0",1,"individually_opt","fullRSA","no",3
"177",0.115963855421687,0.111,"0","0",1,"individually_opt","fullRSA","no",3
"178",0.148030612244898,0.118581632653061,"0","0",1,"individually_opt","fullRSA","no",3
"179",0.131285714285714,0.137724489795918,"0","0",1,"individually_opt","fullRSA","no",3
"180",0.133132653061224,0.117102040816327,"0","0",1,"individually_opt","fullRSA","no",3
"181",0.114969387755102,0.117102040816327,"0","0",1,"individually_opt","fullRSA","no",3
"182",0.119091836734694,0.137724489795918,"0","0",1,"individually_opt","fullRSA","no",3
"183",0.124020408163265,0.117102040816327,"0","0",1,"individually_opt","fullRSA","no",3
"184",0.116744897959184,0.117102040816327,"0","0",1,"individually_opt","fullRSA","no",3
"185",0.112816326530612,0.137724489795918,"0","0",1,"individually_opt","fullRSA","no",3
"186",0.132632352941176,0.107058823529412,"0","0",1,"individually_opt","fullRSA","no",3
"187",0.163573529411765,0.178632352941176,"0","0",1,"individually_opt","fullRSA","no",3
"188",0.141205882352941,0.107058823529412,"0","0",1,"individually_opt","fullRSA","no",3
"189",0.146632352941176,0.178632352941176,"0","0",1,"individually_opt","fullRSA","no",3
"190",0.131029411764706,0.125044117647059,"0","0",1,"individually_opt","fullRSA","no",3
"191",0.130176470588235,0.125044117647059,"0","0",1,"individually_opt","fullRSA","no",3
"192",0.154705882352941,0.178632352941176,"0","0",1,"individually_opt","fullRSA","no",3
"193",0.141422330097087,0.118,"0","0",1,"individually_opt","fullRSA","no",3
"194",0.203553398058252,0.215000000000001,"0","0",1,"individually_opt","fullRSA","no",3
"195",0.132684466019417,0.118,"0","0",1,"individually_opt","fullRSA","no",3
"196",0.18,0.215000000000001,"0","0",1,"individually_opt","fullRSA","no",3
"197",0.136004854368932,0.118,"0","0",1,"individually_opt","fullRSA","no",3
"198",0.206174757281553,0.215000000000001,"0","0",1,"individually_opt","fullRSA","no",3
"199",0.177387755102041,0.128857142857143,"0","0",1,"individually_opt","fullRSA","no",3
"200",0.146826530612245,0.181785714285714,"0","0",1,"individually_opt","fullRSA","no",3
"201",0.160795918367347,0.128857142857143,"0","0",1,"individually_opt","fullRSA","no",3
"202",0.167622448979592,0.181785714285714,"0","0",1,"individually_opt","fullRSA","no",3
"203",0.180551020408163,0.228928571428571,"0","0",1,"individually_opt","fullRSA","no",3
"204",0.166581632653061,0.149775510204082,"0","0",1,"individually_opt","fullRSA","no",3
"205",0.146972602739726,0.152287671232877,"0","0",1,"individually_opt","fullRSA","no",3
"206",0.148794520547945,0.144191780821918,"0","0",1,"individually_opt","fullRSA","no",3
"207",0.178219178082192,0.152287671232877,"0","0",1,"individually_opt","fullRSA","no",3
"208",0.135369863013699,0.144191780821918,"0","0",1,"individually_opt","fullRSA","no",3
"209",0.110013698630137,0.118698630136986,"0","0",1,"individually_opt","fullRSA","no",3
"210",0.143958904109589,0.144191780821918,"0","0",1,"individually_opt","fullRSA","no",3
"211",0.136643835616438,0.144191780821918,"0","0",1,"individually_opt","fullRSA","no",3
"212",0.152028571428571,0.143257142857143,"0","0",1,"individually_opt","fullRSA","no",3
"213",0.181057142857143,0.190085714285714,"0","0",1,"individually_opt","fullRSA","no",3
"214",0.154457142857143,0.143257142857143,"0","0",1,"individually_opt","fullRSA","no",3
"215",0.184628571428571,0.190085714285714,"0","0",1,"individually_opt","fullRSA","no",3
"216",0.174457142857143,0.190085714285714,"0","0",1,"individually_opt","fullRSA","no",3
"217",0.153,0.143257142857143,"0","0",1,"individually_opt","fullRSA","no",3
"218",0.29259375,0.2935,"0","0",1,"individually_opt","fullRSA","no",3
"219",0.1078125,0.1178125,"0","0",1,"individually_opt","fullRSA","no",3
"220",0.11565625,0.1178125,"0","0",1,"individually_opt","fullRSA","no",3
"221",0.1263125,0.1178125,"0","0",1,"individually_opt","fullRSA","no",3
"222",0.1128125,0.1178125,"0","0",1,"individually_opt","fullRSA","no",3
"223",0.12384375,0.1178125,"0","0",1,"individually_opt","fullRSA","no",3
"224",0.120875,0.1178125,"0","0",1,"individually_opt","fullRSA","no",3
"225",0.161243902439024,0.176536585365854,"0","0",1,"individually_opt","fullRSA","no",3
"226",0.176910569105691,0.167048780487805,"0","0",1,"individually_opt","fullRSA","no",3
"227",0.15990243902439,0.161219512195122,"0","0",1,"individually_opt","fullRSA","no",3
"228",0.186934959349593,0.17820325203252,"0","0",1,"individually_opt","fullRSA","no",3
"229",0.151154471544715,0.156861788617886,"0","0",1,"individually_opt","fullRSA","no",3
"230",0.163617886178862,0.160065040650406,"0","0",1,"individually_opt","fullRSA","no",3
"231",0.213858974358974,0.234115384615385,"0","0",1,"individually_opt","fullRSA","no",3
"232",0.138487179487179,0.147282051282051,"0","0",1,"individually_opt","fullRSA","no",3
"233",0.254102564102564,0.235666666666667,"0","0",1,"individually_opt","fullRSA","no",3
"234",0.159538461538461,0.147282051282051,"0","0",1,"individually_opt","fullRSA","no",3
"235",0.233961538461539,0.235666666666667,"0","0",1,"individually_opt","fullRSA","no",3
"236",0.205265306122449,0.232938775510204,"0","0",1,"individually_opt","fullRSA","no",3
"237",0.179775510204082,0.155591836734694,"0","0",1,"individually_opt","fullRSA","no",3
"238",0.210530612244898,0.227775510204082,"0","0",1,"individually_opt","fullRSA","no",3
"239",0.187908163265306,0.155591836734694,"0","0",1,"individually_opt","fullRSA","no",3
"240",0.216469387755102,0.227775510204082,"0","0",1,"individually_opt","fullRSA","no",3
"241",0.199294117647059,0.201294117647059,"0","0",1,"individually_opt","fullRSA","no",3
