"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0.277842198454537,0.255034828864189,0.196163315387901,0.25634537939869,0.266614163730928,0.278968646882197,0.233046313495174,0.276020731799014,0.277598589812517,0.277842198454537,0.25634537939869,0.262210186223163,0.266614163730928,0.253137879315579,0.229115604263978
"2",3.68771771848663,3.50607728121773,3.4186038226309,2.86574209734505,3.3212038828997,2.96333227834183,3.64178755664441,3.49698014925734,3.74262547645619,3.70732407005084,3.49683376601919,3.71094249429918,3.50607728121773,3.61258094954768,3.47621391462027
"3",1.23087135249605,2.15281182063586,2.17042995511916,2.19187867115046,2.11185106277336,2.09082893480066,2.16915517260461,2.07978301106789,2.14545827319326,2.07105233372112,1.23087135249605,1.91563490334462,2.17795766734907,1.72291557761605,2.09911030311122
"4",1.78538547848547,1.62250666374551,1.99444756995483,1.87523755369191,1.62250666374551,2.02629505788819,2.00352803571368,2.00352803571368,2.06567042026198,1.61744533009049,1.79363680554385,1.90287679761967,2.04043860753803,2.04043860753803,1.91985220070328
"5",0.007872772441059,0.00681670702900155,0.007872772441059,0.00787275169431917,0.00733917232425154,0.00800017807129364,0.0055239084512811,0.0055239084512811,0.00740302335998217,0.0080491692665661,0.00797966617762736,0.00787275861017012,0.00675679802305371,0.00787275169431917,0.00793602359811645
"6",1.1886543533361,1.38102172478193,1.38754280222598,1.05012740989732,0.880083812978367,1.37043794292461,1.37351089423566,1.38249966483203,1.31503828162135,1.24800701070528,1.31603433556407,1.31503828162135,1.37441758646114,1.30376248250951,1.36458986018844
"7",2.73522714876838,3.21377738795385,2.92044427998058,2.44298449798001,3.28886290929718,3.30664796482404,3.28660666422849,3.18623227623234,3.30655377086543,3.06994532848608,2.44298449798001,3.29001420983484,3.14262779108482,2.92044427998058,2.44298449798001
"8",2.13954674648284,1.97808026800523,2.15571330511994,2.0836593720062,1.84061635520564,1.97808026800523,2.11162348720082,2.04425595007061,1.60831883706678,2.04142830333671,1.87353735772436,2.11105029764541,2.10033290904897,1.60831883706678,1.68386816926238
"9",0.853066292993794,0.762188210740111,0.74908288314842,0.841715992840007,0.844668953560623,0.841715992840007,0.838509021849892,0.830654171521333,0.857783544484232,0.57256297616402,0.829288636266862,0.838509021849892,0.57256297616402,0.782868807466098,0.778689850625547
"10",0.0163073191664225,0.0135965229128986,0.0150052126911115,0.0144191997975774,0.0157104678925576,0.0156026708398695,0.0162975045042793,0.0150052126911115,0.0150160510714423,0.0150052126911115,0.0161799066207434,0.012538598872553,0.0135965229128986,0.0162975148776492,0.012538598872553
