"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"1",1.52799184620225,0.113549815593772,1.63254792466671,0.0993588294553953,1.72015351670498,0.105140550190099,1.41781996381826,0.103800110793948,1.44017147023801,0.0871827224939316,1.5338533672264,0.0923414134848101,1.53099116548955,0.0178110913749184,1.53158706783011,0.180071904097074,1.52973658225133,0.120622626060454,1.52799184620329,0.113549815595117,1.41781996381826,0.103800110793948,1.62829775633384,0.0876802705152425,1.44017147023801,0.0871827224939316,1.36977350221372,0.0592974552385854,1.47542800822543,0.0893641584217773
"2",0.0734084561437786,0.819606675642424,0.0701323247445969,0.620452245761795,0.0668878346338908,2.59650106378234,0.0485713659419873,0.454009385255056,0.0745131646598688,0.576883623191426,0.0432773704336691,0.424115913226913,0.0711807370521664,1.55002336399432,0.0700122634169475,0.682259417338859,0.0697689710761602,0.796150503435821,0.0774824517762485,1.03172148240207,0.0668182857446962,0.723625644792063,0.0738838854723069,0.87766215375612,0.0701323247446489,0.620452245763293,0.087795438910954,1.20225334213516,0.0829770448067251,0.921450086244292
"3",0.0319421802685146,0.00310876155216008,0.0905332294074485,0.0096924898095713,0.0928792079204878,0.00862941795175603,0.0905400700606394,0.00830904357695919,0.090521140177371,0.0116139160236985,0.0905679725180039,0.0120200987752719,0.0918579728377558,0.00872384135588801,0.097912249374495,0.00893051688494381,0.0967648568855301,0.00883426380369429,0.0987199270606078,0.00899817178399362,0.0319421802685146,0.00310876155216008,0.109890855283782,0.00992572773415096,0.0923575775390624,0.0084630165534099,0.102327746021585,0,0.0905476244030567,0.0120774276827778
"4",0.0802741813302964,0,0.143362376903682,0,0.102672017934167,-1.38777878078145e-17,0.112674732717032,0,0.143362376903682,0,0.102672011049943,0,0.102671828456324,0,0.102671828456324,0,0.102671314634891,0,0.0645605546073969,0,0.102611785976276,0.0023271757694739,0.116017064165706,0,0.104452179179865,0,0.104452179179865,0,0.113207530387387,0
"5",0,4.68553053403921,0,4.16141949359708,0,4.68553053403877,0,4.68553053403921,0,4.42104068050945,0,4.61299305931154,0,2.68751509683176,0,2.68751509683176,0,4.14381444599423,0,4.68553053403878,0,4.81401581304033,0,4.68553053403923,0,3.48067945017541,0,4.68553053403921,0,4.67723569881209
"6",0.281788709201804,0.00451773604222205,0.357313745234619,0.0149772628461194,0.357308262591978,0.0133762450018004,0.428270621611849,0.0142786451014944,0.458634706671196,0.0168123543765201,0.357369802082523,0.0181467186686003,0.347621449064474,0.0150302780970866,0.364265492517782,0.0126766087502807,0.351857946309228,0.0134090973384182,0.294769541566849,0.0109409964210764,0.316850552755327,0.0104593964146277,0.351857946309228,0.0134090973384182,0.357317408107131,0.0170001183696469,0.399108762161602,0.00891588749351078,0.35745950623637,0.0205049616376419
"7",0.0222424489460143,0.00343636243611683,0.0199974438407499,0.00879369258755769,0.0201379298138882,0.0131478715143819,0.00600744419456937,0.00164516804789359,0.0200656874244544,0.00770264558046993,0.020165363852544,0.00700387794216959,0.0207113367947399,0.00747970195481872,0.0241608599575744,0.00802794068549168,0.0205745921226245,0.0069037595175285,0.0210970667360172,0.00509912535339921,0.00600744419456937,0.00164516804789359,0.020065292236679,0.00763779493843979,0.0246992416511818,0.00823587734823248,0.0201379298138882,0.0131478715143819,0.00600744419456937,0.00164516804789359
"8",0.0918216014188887,0.0360241097967196,0.100278042997713,0.0414117997119311,0.0917920979230821,0.0342221169744563,0.100863305590925,0.0374141049109781,0.110195287580202,0.0390518091852602,0.100278042997713,0.0414117997119311,0.0968628776673888,0.0356505669022472,0.0924937886794113,0.051769002777928,0.0500834435665571,0.018484460833393,0.0909870646376841,0.00650897606571532,0.109633613582049,0.0410811769290132,0.0948261654485376,0.038723180888104,0.0920745439914148,0.0415014685584733,0.0500834435665571,0.018484460833393,0.0665811499996668,0.024407404020305
"9",0.242489558890531,0.0553628851146638,0.247111729179545,0.0328017917314521,0.237926226291897,0.0401737097673798,0.247537353919296,0.0687764728090645,0.240594287675563,0.0549403666981683,0.247537353919305,0.0687764728090902,0.245961070762874,0.0561372701285258,0.248630158151098,0.0768141426251191,0.253570501968262,0.0569029646402155,0.238420136793126,0.0403786554987993,0.248669561250395,0.0777039878063563,0.245961070762874,0.0561372701285258,0.238420136793126,0.0403786554987993,0.25308634442038,0.0577285938136285,0.27134516227994,0.0618192456966099
"10",0,10.2690064386608,0,9.0266139412676,0,9.25811173729987,0,9.48870037991736,0,10.0128114203577,0,9.94027394563049,0,10.3415439133881,0,9.25811173729898,0,9.74489539822046,0,9.25811173729987,0,10.3415439133889,0,7.01725848454562,0,9.0266139412676,0,10.3415439133881,0,7.01725848454562
"11",0.207130397306657,2.25227674630247,0.213226921138788,7.80573439847528,0.221575214187734,2.89153180265025,0.216965576895788,2.50225612488397,0.205618101838574,2.19781650233022,0.22029445397568,2.186208490861,0.219697554362871,2.86816688215651,0.240370223184949,4.27025809395294,0.221189490433018,2.30621360329947,0.212551145121683,1.997798830295,0.212238214032546,2.45146011946665,0.222465612530521,3.11445301040645,0.212483105589513,2.55091074286437,0.217274743160739,2.33852122520512,0.216545253060991,3.04919252606592
"12",0.349378388213643,1.04439233417457,0.352848812936809,1.09431734176409,0.357029358299014,0.911015267030804,0.352447410783718,0.836894340680653,0.347249331969829,1.02699484791994,0.357652893369879,0.976740750559335,0.353485106452566,1.07919261955051,0.355667900778346,0.856203059708518,0.376533403842092,1.30858050202215,0.376901666857224,1.31282519245697,0.352848812936809,1.09431734176409,0.338156395871547,0.857451173068056,0.353485106452566,1.07919261955051,0.345533978864487,1.01319896974231,0.35666264198547,4.7436202666115
