"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"59",64,0,0,0,0,0,0.159979555372096,2.23208726073331,0.139117519080679,2895.31944197249,0.139125854700038,106.415746749473,0.01
"60",65,0,0,0,0,0,0.0904764744975251,0.866841124095291,0.0924201524258881,0.577793022165423,0.0905936230858904,0.00887927976877578,0.216932457728194
"61",66,0,0,0,0,0,0.0488966067356023,0.01,0.0293120280982125,7934.70478847478,0.0293126254398063,2661.96366653082,0.01
"62",67,0,0,0,0,0,0.0244831437411464,0.01,0.0204467426209423,12.7178414552942,0.0204444584271194,0.759703623353014,0.0904452593729282
"63",68,0,0,0,0,0,0.808886254952235,0.01,0.837880871928341,0.28060034345326,0.808887155413022,0,0.01
"64",69,0,0,0,0,0,0.366912171229559,0.01,0.400361719618689,178.029777883303,0.400366449095151,1.32943820958878,0.01
"65",70,0,0,0,0,0,0.00514273602522295,0.0534306575841457,0.00435021317244424,-1.73472347597681e-18,0.00478634578626384,0,0.600878794988388
"66",71,0,0,0,0,0,0.285088559133075,0.150870778131571,0.297028462448128,0.0115789308622928,0.285089177896714,0,0.150893144116678
"67",72,0,0,0,0,0,0.0398292475971496,1.52595808369751,0.0451497011657572,0,0.0398234543165323,0,1.52593258179522
"68",73,0,0,0,0,0,0,0.01,0,0,0,0,0.01
"69",74,0,0,0,0,0,0.00369766246731909,0.401742521087122,0.00379489006333604,0,0.00362071557609918,0,1.58508103368008
"70",75,0,0,0,0,0,64.8546639072495,0.01,66.0850952937094,0,64.8513667462026,0,0.0178921680091371
"71",76,0,0,0,0,0,0.0173104302303957,1.10591879952583,0.017527357041852,0.00184696436567233,0.0176157833220064,0.00150727446983793,0.964479438094631
"72",77,0,0,0,0,0,0.132133469438987,0.01,0.148146991421028,0.0628570974663339,0.132133770490354,0,0.01
"73",78,0,0,0,0,0,2.56029319289093,0.01,2.56993201979134,0.0346028972730941,2.56029519714865,0,0.01
"74",81,0,0,0,0,0,1524304.82259372,74.6819128896516,1340851.46191883,17246.0861802791,1152206.61439078,1523610.44562689,99.9999986627634
"75",82,0,0,0,0,0,0.153035521087287,0.01,0.104983886797534,5612.3081895859,0.104986667318615,226.675927966771,0.01
"76",83,0,0,0,0,0,0.108623579661714,0.01,0.0859039604980216,0.839802024419001,0.0818712829558656,0.00242041629265075,0.15051021043482
"77",84,0,0,0,0,0,0.327540369804142,0.01,0.353087860508066,0.0061706032681173,0.327539812045913,0,0.01
"78",85,0,0,0,0,0,2031758.7035386,0.01,412366.892810767,28092.009050555,314568.680889351,156.51845416307,0.01
"79",86,0,0,0,0,0,0.302612063655905,0.01,0.296083033942542,0.01610461300582,0.302611937833521,0,0.01
"80",87,0,0,0,0,0,0.362612423752924,0.236895810573995,0.364733732384273,0.0887341087819014,0.368566907440583,2.35771169220793,7.06071793031278
"81",88,0,0,0,0,0,0,23.2973973293942,0,9.25307598681126,0,1.78075100807985,0.01
"82",89,0,0,0,0,0,0.74327652980067,0.00999999999999998,0.752722861115287,0.362452684970087,0.757824217002895,23.8772963222446,31.0210383514237
