"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,1.59191968014192,1.45901038843622,1.23648489134233,0.811933933045671,1.21543227052282,0.81193392288896,1.23547969284153
"2",2,1.20614622289563,1.20614622291009,1.20614622291158,0.878180444412271,1.15714649894268,0.59786083725687,0.597860837257016
"3",3,0.766116849536626,0.766116849540634,0.766116849541316,0.240656276999082,0.75896085099768,0.146999187252029,0.223126312901653
"4",4,0.286849088199591,0.286849088200369,0.286849088200825,0.343169942686735,0.286775720262293,0.277133570620433,0.286849092709986
"5",6,0.0331761137761931,0.0330285369123758,0.0330170758454839,0.181938041083949,0.0327775582999458,0.0325985863551445,0.0311739951695484
"6",7,0.267043794026407,0.2469997751537,0.212717147080558,0.0890949947883558,0.0915007419889224,0.0699729993662648,0.061195539003768
"7",9,1.40269133279005,1.34366602107179,1.40110884796904,1.35308780011759,1.39647854248022,1.33324062496503,1.32875462763499
"8",10,1.07596952659759,1.03656088381225,0.939846497492459,0.563647611469113,0.662089555267806,0.56364761138091,0.590220895353315
"9",11,2.89390623169381,2.8573380500997,2.66547802534847,0.49601022336247,1.94539501924232,0.496010221816242,2.78852020278729
"10",12,0.870658337716725,0.870658337734125,0.87065833773598,0.941396681771323,0.788536574104398,0.870658449910828,0.870658341539685
"11",13,6.8270454061497,6.3387842079689,6.50386968106576,6.29848863537936,6.53252423172657,6.30585724941517,6.3328752471877
"12",14,0.514282748488815,0.499638442421015,0.512485833356252,0.51192914538906,0.511336183655249,0.488966977926368,0.486727032318152
"13",15,0.0487923861356485,0.0484910482599384,0.0485374073080147,0.229000223045232,0.0478745073798508,0.0483012844447373,0.0466521371273965
"14",16,0.234117838267344,0.220949458286632,0.233124754725562,0.234051578992459,0.232978745481926,0.215821949214907,0.210987198288825
"15",17,4.67651549062662,4.43099135446695,3.92684846182118,1.47261142963198,3.86049405345862,1.47261142963198,3.92329562628877
"16",18,0.406183672137495,0.402542810491278,0.400044646296565,0.476398871428269,0.399338641067522,0.371956811970095,0.399338641068127
"17",19,2.44679259772699,2.44679259774221,2.44679259774566,1.48985662111071,2.42447854080253,1.24315097765795,2.44679260596371
"18",20,0.581692097486659,0.581692097490663,0.581692097491331,0.762118030892734,0.57057413137349,0.581692150400692,0.581692101046255
"19",21,3.51855720175041,3.38912196656821,3.03745788633616,1.00699773124987,2.41983476354041,1.00377406635907,2.42238100157412
"20",23,0.0176325344701576,0.0133963625748811,0.0131552379043475,0.030692873220316,0.0127798130484012,0.0131724536424893,0.0131724536412969
"21",24,9.33609157728174,9.13290921656088,8.75420708287713,6.00462750593034,6.00462750593034,6.00462750593034,8.75360911867939
"22",25,6.19440539110467,6.15945118261526,6.12436828104745,6.10417768020736,5.94495892741201,6.10417768005233,6.09993038676434
"23",26,2.85211724927098,2.76775440005928,2.54864144349453,1.4048149336306,2.02240367215117,1.40337407145412,2.02159760988807
"24",27,1.24558064858176,1.2455806486013,1.24558064860387,1.09654021255072,1.10614678943999,1.24558088863482,1.24558065360806
"25",28,0.386066901947341,0.386066901950159,0.386066901950009,0.464087156543621,0.370970739950845,0.354171863728884,0.376986227250542
"26",29,4.6048673339835,4.33005449641146,3.9322306402558,2.71371587065545,3.42228147167602,2.73065491320322,3.93185688373427
"27",30,3.71705033108063,3.5838535412641,3.25536923740296,1.27034086027293,1.27034086027292,1.27034086027292,3.2529932535362
"28",31,0.917414722367059,0.91741472237517,0.917414722375729,0.770258390591712,0.884486926317542,0.626479437208109,0.91741472682161
"29",32,4.88839790809049,3.82632054838673,4.14726595741517,3.7950474027146,4.18565866389612,3.79988392652137,3.78566510982979
"30",33,3.97656152656571,3.97656152660433,3.9765615266113,4.78720543979221,3.82307712921452,3.97656199146078,3.97656154036819
"31",34,0.520567300894924,0.52056730089685,0.5205673008973,0.635504994052137,0.486819102687106,0.520567397272155,0.520567304547769
"32",35,14.1881218412014,13.7277250723721,13.1274786253218,9.9089890145419,9.9089890145419,9.9089890145419,13.1200084328423
"33",36,13.6127576962978,13.2676827667612,12.9244994294253,11.8982471197076,12.894127772014,11.8982471965643,12.922834129128
"34",37,0.419636150361251,0.419636150365178,0.419636150365262,0.472813100960371,0.354650825487545,0.382863528308871,0.419636155032107
"35",38,5.88939471342089,5.88939471343194,5.88939471343103,4.1517262006223,5.81208696895043,4.00184436354593,4.00184436336513
"36",39,0.16044717279613,0.160447172797357,0.160447172797153,0.395123880702309,0.158928091955039,0.160447181671661,0.160447176534734
"37",40,0.326337954788577,0.326337954796094,0.326337954796917,0.449133767285741,0.288264439066673,0.326338091824542,0.200632848865999
"38",42,4.11806108883942,4.04057540073096,3.75587971181025,1.14885858722111,1.14885858722111,1.14885858722111,3.75499811282301
"39",43,9.11914779970887,9.00270789547692,8.71638773989832,7.68399320220842,8.67205293968898,7.68399320130609,7.69208472179248
"40",44,2.22325303550929,2.22325303551162,2.22325303551002,2.36026794193097,1.95091549975259,2.22325306682866,2.2232530433353
"41",45,0.943514410034191,0.931803759025593,0.878354293733379,0.41127094327658,0.411270933181279,0.418397972672198,0.549760859101497
"42",46,6.27239910151872,6.27239910154692,6.2723991015517,2.40903843470436,6.26843060493238,6.27239943557522,6.27239911987749
"43",47,5.74549650007501,5.06684358041849,4.59474756573121,3.15045891906653,4.55983927106575,3.15045891903679,4.59446810089666
"44",49,3.29780496947187,3.23897275762409,2.99511645822716,0.512728738928689,2.95581255554621,0.512728738928689,2.99195958165995
"45",50,3.15505068403684,3.15291571423058,3.09388765556117,1.54777907302481,2.84820622118609,1.42341246711444,1.42341246734298
"46",51,3.80066171411972,3.80066171412095,3.80066171412108,2.16660751301993,3.78704892482952,2.17748307973412,2.17905608723441
"47",52,0.592517578186777,0.567970332527831,0.561744092325907,0.607968002934139,0.558933098858145,0.555638350645298,0.547705708131235
"48",53,4.61315683899077,4.61315683900978,4.61315683901213,4.41406233812906,4.56792483003113,4.61315705329504,4.61315685516849
"49",54,3.52366865297596,2.72792206150859,2.33128652340739,1.33190618377133,2.30657957787073,1.33190618263558,2.33160191423925
