"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"60",66,0.0585917998382801,0.630690619383792,0.0377906307873189,0.726532881331743,-0.704628733373115,0.370957438555727,5.3016249417307,0.371074326454346,0,5.30310009596854
"61",67,9960386439.04956,44.9603784712712,0.0160477427363014,1.09651789327466,6.12013132975764,1.61413750668927,10,1.8534360509743,14.2715640345277,-10
"62",68,2.26492241732688,0.0446129124368095,-0.366816773757075,0.000710500612703804,-10,0.00241386307994609,-3.64134590654537,0,0.0376969561185244,0.700434142637703
"63",69,0.650262287654327,0.237475426540226,-0.0525384726822296,0.0440326873547634,5.44363953571227,0.228616865343525,-3.70382905454546,0,0.0440365110761437,5.44372649331408
"64",70,9997119642.25223,9988020908.89821,0.0330379168020864,1.00047672835351,10,0.773411370836619,10,1042.18750103471,1062.45618758084,-10
"65",71,9994387183.44144,9999705486.17525,0.0259167949666908,1.71682096014448,10,63213181.6697111,10,0.000585639431861334,12.3084855506975,-10
"66",72,9.03265620126458,1.13144428276211,-0.0370317266637176,0.0665025225019789,5.31310850161413,0.638706503262392,-10,0.000518510608394747,0.443439435764034,-3.90860305586578
"67",73,9990430749.34257,9996326055.22413,0.0580049099825541,0.467330390975351,10,0.578565181677613,10,1964.43642005532,1627.19067481237,-10
"68",74,9994066052.43116,9987613632.93231,0.0885719643533977,7.07401655869561,10,0.302842578098695,10,0.30284444304671,0,10
"69",75,9959301720.27269,9984038736.71241,0.0342525148069852,0.0155241741568138,4.84257921027944,0.574421469011024,6.34226202583664,0.00352783109579856,0,0.373564083143116
"70",76,0.292104118348372,0.00609635760730452,-0.137654921609815,0.000984512714188967,-10,0.00086526747467597,-0.837407384477824,0,0.00593974989791245,0.953593679225464
"71",77,0.195984246842973,0.00631485115336089,-0.254848614393904,0.000950128226243137,-10,0.000635991858627974,-1.86577478573099,0,0.00620183159052257,0.964123437961176
"72",78,9999152523.54032,9999092379.75299,0.048733389645843,69560.1068978595,10,1566307.46684121,10,2243.11543098615,2306.10803552986,-10
"73",79,9999638085.99871,9999587724.3368,0.0916691670908319,0.706179673374167,10,1122725.90629828,10,2408.6073515329,2373.37006342822,-10
"74",80,0.921973065043599,0.320996785369803,-0.0274995641124052,0.0364986594209912,3.83501594392854,0.485926066983644,-6.56565105237157,0,0.0364990515397746,3.83501420135919
"75",81,1.45008526475708,0.0448622892334597,-0.0970842401771854,0.000370913088007387,-10,0.00205424832062996,-0.917403565838957,0.000163452320311351,0.0047022352238089,-0.986430052479914
"76",82,9997724691.635,9998965440.47943,0.0353174797996738,0.18062634371979,10,579604.954537031,-10,2967.52978740349,4092.51845210324,-10
"77",83,9999781784.12539,9999188996.34167,0.0542094986721196,2.33836647345997,10,698980.641703263,-10,3400.98324403354,4431.77675420926,-10
"78",84,1.1744396573725,0.0623579534589368,-5.28942728371227,0,-3.09930008488864,0,-6.32107285395349,0,0.00787972289518376,4.45514191415139
"79",85,9999926320.86119,9987898069.88222,0.257257694496519,3.28773902103911,10,0.0856079657717738,10,0.00151138479989273,0,2.2559388443084
"80",86,9999574043.96432,9999669507.83166,0.0515898590470936,0.664201284285449,10,1007989.63371495,10,2344.71036506982,2892.50883315373,-10
"81",87,0.00770400283432788,5.8811045049607e-05,0.0725636240972499,0.000682374289751085,0.244807489416004,0.0022075238188736,0.706807470141874,0.000712763121109712,0.0122162015374893,0.844130323130447
"82",88,9997753353.47834,9997897034.00842,0.307594804537245,11.8882065239209,10,0.0758943744210059,10,0.00134133863445166,0,2.54270925614265
