"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45"
"1",0,0,0,0.00146879939969684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146879939969684,0,0,0,0,0,0.00889215899537931,0,0,0.00146879939969684,0,0,0,0,0,0,0,0,0,0,0
"2",4962.25187137394,4652.96497014113,4652.96497014113,5607.6382098117,4715.06890992369,4715.06890992369,0.000986808147994614,8.12831117913623,8.12831117913623,5459.83055688023,6864.56146217235,6864.56146217235,4626.45135112215,4134.33893546013,4134.33893546013,0.000570574304158368,10.2354469583117,10.2354469583117,3831.70494551906,4237.99803701128,4237.99803701128,5269.50433175437,8329.40918436612,8329.40918436612,5269.50433175437,8329.40918436612,8329.40918436612,4962.25187137394,4652.96497014113,4652.96497014113,0.000570574304158368,10.2354469583117,10.2354469583117,0.000986808147994614,8.12831117913623,8.12831117913623,0.000986808147994614,8.12831117913623,8.12831117913623,4626.45135112215,4134.33893546013,4134.33893546013,3753.75486702017,3971.74525315866,3971.74525315866
"3",0.000735976808236396,5.78768395993581,5.78768395993581,0.00072258941839406,5.74996815777051,5.74996815777051,0.000522209312813724,5.6709707732066,5.6709707732066,0.000522209312813724,5.6709707732066,5.6709707732066,0.000723700382817339,6.27776002582141,6.27776002582141,0.000508497304628169,5.63154899834166,5.63154899834166,0.000525573765606295,5.56799750440811,5.56799750440811,0.000723700382817339,6.27776002582141,6.27776002582141,0.000510935965379426,5.66606199905852,5.66606199905852,0.000522209312813724,5.6709707732066,5.6709707732066,0.000510935965379426,5.66606199905852,5.66606199905852,0.000588801824105562,5.30887681036839,5.30887681036839,0.00083037541442223,5.19268605419438,5.19268605419438,0.000510932056494758,5.66606207784183,5.66606207784183,0.000510935965379426,5.66606199905852,5.66606199905852
"4",0.000725844985009948,51.550118146036,51.550118146036,0.00084088371078454,45.0835660229186,45.0835660229186,0.000738686276373457,17.3505184577434,17.3505184577434,0.000549093751157544,68.6041254205385,68.6041254205385,0.000725844985009948,51.550118146036,51.550118146036,0.000725844985009948,51.550118146036,51.550118146036,0.000921236012816855,42.3240164800952,42.3240164800952,0.000840878000905882,45.0835792546472,45.0835792546472,0.0006774435406015,44.5552236505716,44.5552236505716,0.0006774435406015,44.5552236505716,44.5552236505716,0.000738686276373457,17.3505184577434,17.3505184577434,0.000725844985009948,51.550118146036,51.550118146036,0.00084088371078454,45.0835660229186,45.0835660229186,0.000921236012816855,42.3240164800952,42.3240164800952,0.00097787555047096,54.0870424253978,54.0870424253978
"5",0.804161264882878,0.298023333003402,0.298023333003402,1.4522861053891,0.176461718004926,0.176461718004926,1.48799252167641,0.207704186839151,0.207704186839151,1.4522861053891,0.176461718004926,0.176461718004926,1.20172211710229,0.33499902082602,0.33499902082602,1.50550160838072,0.237238979326069,0.237238979326069,1.19454694390221,0.316085688786524,0.316085688786524,1.55175237530971,0.210748219821729,0.210748219821729,1.19454694390221,0.316085688786524,0.316085688786524,1.50550160838072,0.237238979326069,0.237238979326069,1.48642903882943,0.212445257561459,0.212445257561459,1.19454694390221,0.316085688786524,0.316085688786524,1.52042493204293,0.219382677839019,0.219382677839019,0.639401868714964,0.488587874726788,0.488587874726788,1.19454694390221,0.316085688786524,0.316085688786524
"6",2.11599342227455e-06,0.0231000261694327,0.0231000261694327,0.000537276749652457,0.00204662081533231,0.00204662081533231,0.000517967773300578,0.0127228105070915,0.0127228105070915,3.70427634993649e-08,0.00119791784842078,0.00119791784842078,2.11599342227455e-06,0.0231000261694327,0.0231000261694327,3.70427634993649e-08,0.00119791784842078,0.00119791784842078,3.70427634993649e-08,0.00119791784842078,0.00119791784842078,0.000537276749652457,0.00204662081533231,0.00204662081533231,0.000570260178675663,0.00728344131011209,0.00728344131011209,0.000668064531885924,0.00754768955748975,0.00754768955748975,0.000570260178675663,0.00728344131011209,0.00728344131011209,0.000559964540132791,0.0124820797115109,0.0124820797115109,3.70427634993649e-08,0.00119791784842078,0.00119791784842078,0.00414588556544981,0.0405890557899814,0.0405890557899814,0.00414588556544981,0.0405890557899814,0.0405890557899814
"7",0.000766253552206891,0.717720629104867,0.717720629104867,0.000549840727661516,0.080398911329982,0.080398911329982,0.000660235283974995,0.233292729723723,0.233292729723723,0.000586586369174676,0.170157838231442,0.170157838231442,0.000586586369174676,0.170157838231442,0.170157838231442,0.000825711953160972,0.202427076232434,0.202427076232434,0.000660235283974995,0.233292729723723,0.233292729723723,0.000974938468570472,0.286820538683613,0.286820538683613,0.000825711949982631,0.202427074649824,0.202427074649824,183.254048981127,198.655377033266,198.655377033266,0.000586586369174676,0.170157838231442,0.170157838231442,0.000736414798907527,0.293839705318395,0.293839705318395,183.254048981127,198.655377033266,198.655377033266,0.0010000149296573,0.186568511274517,0.186568511274517,0.000677636473989334,0.218750141474968,0.218750141474968
"8",0,0,0,0.000762761129232614,0.000698472949504692,0.000698472949504692,0.000558549725326627,0.00094046895235972,0.00094046895235972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000762761129232614,0.000698472949504692,0.000698472949504692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000558549725326627,0.00094046895235972,0.00094046895235972
"9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",4019.73699052611,5059.66139104313,5059.66139104313,8149.37246079971,6024.25167326382,6024.25167326382,8149.37246079971,6024.25167326382,6024.25167326382,0.000952170823317451,7.72165061339216,7.72165061339216,0.000493148884489721,7.87327175998849,7.87327175998849,4555.36958876052,5372.44835391236,5372.44835391236,8839.97658719159,16589.2727023548,16589.2727023548,8839.97658719159,16589.2727023548,16589.2727023548,4019.73699052611,5059.66139104313,5059.66139104313,0.000952170823317451,7.72165061339216,7.72165061339216,0.000493148884489721,7.87327175998849,7.87327175998849,5260.05504567805,5145.3686115767,5145.3686115767,4938.2710671311,5925.61921903557,5925.61921903557,0.000952170823317451,7.72165061339216,7.72165061339216,0.000493148884489721,7.87327175998849,7.87327175998849
"11",0.000885986402718484,0.00360654938928683,0.00360654938928683,0.0034918116578815,0,0,0.00091634878500903,0.0106967862550675,0.0106967862550675,0.000670073786295,0.00864791332193511,0.00864791332193511,0.000885986402718484,0.00360654938928683,0.00360654938928683,0.000885986402718484,0.00360654938928683,0.00360654938928683,0.00091634878500903,0.0106967862550675,0.0106967862550675,0.000706639810328058,0.00476762272829051,0.00476762272829051,0.00089214040901745,0.00568127922697967,0.00568127922697967,0.000706639810328058,0.00476762272829051,0.00476762272829051,0,0,0,0.000885986402681458,0.00360654938907457,0.00360654938907457,0,0,0,0.000706639810328058,0.00476762272829051,0.00476762272829051,0.000744888942962814,0.00476781101955435,0.00476781101955435
