"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,0.277787771133752,0.142076386522513,0.00690029528710176,0.17009638220803,0.625881933625706,0.152421273561245,0.337777931877707,0.000577242603732759,0.275774000473742,0.366294155452283
