"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"1",0.00286092583581039,-0.66905497723988,0.0056301109264958,-0.716519740958533,0.000871067679378926,-0.467870192207868,0,-0.0714040162361527,0.000980802273753297,-0.457111937117228,0.000871067679378926,-0.467870192207868,0,-0.0714040162361527,0,-0.0714040162361527,0.0056301109264958,-0.716519740958533,0.00257663117811195,-0.554551375855382,0.00809819048861554,-0.638766678664262,0.0056301109264958,-0.716519740958533,0,-0.0714040162361527,0.000980802273753297,-0.457111937117228,0.00230984943540692,-0.62706595948129
"2",3512457.96235043,10,787333.981212571,-10,0.386140819693801,10,1228855.73935007,10,1282618.2938411,10,0.397255987300302,10,767802.728528338,10,2481117.66618296,-10,2481117.66618296,-10,3512457.96235043,10,0.397255987300302,10,0.386140819693801,10,0.386140819693801,10,1282618.2938411,10,512801.656891709,10
"3",0.272145058946118,10,0.267595723613258,10,0.271055033543554,10,0.271055033543554,10,0.293466767319163,10,0.28077363780981,10,0.272023792331829,10,0.293466767319163,10,0.273072997205624,10,0.271055033543554,10,0.273072997205624,10,0.256002244908923,10,0.270159878314066,10,0.273072997205638,10,0.273072997205624,10
"4",242187.95284254,-10,1.36243209186315,10,1.30300133028821,10,1.39155360734839,10,242187.95284254,-10,242187.95284254,-10,1.01463537111744,10,1.36243209185484,10,1.45013701359775,10,1.45013701359775,10,1.30300133028821,10,242187.95284254,-10,1.36243209186315,10,1.01463537111744,10,1.27436853592883,10
"5",4.4618548162943,-10,3.77026220706241,-10,4.96020253245038,-10,3.77026220706241,-10,8.85215741616684,-10,6.85266066811102,-10,4.00299393125542,-10,5.15263607320227,-10,4.00299393125542,-10,6.85266066811102,-10,5.11085349898751,-10,4.00299393125542,-10,5.31379523264564,-10,7.93851428640091,-10,4.00299393125542,-10
"6",0.186281282375498,-3.55089379471575,0.157911040817678,-3.07582947781185,0.172406352845155,-3.7963587137979,0.25846311733612,-5.55990028014942,0.186281282375498,-3.55089379471575,0.25846311733612,-5.55990028014942,0.25846311733612,-5.55990028014942,0.157911040817678,-3.07582947781185,0.00185994366840889,-0.472617981605333,0.00201232950779704,-0.551623111984071,0.00185994366840889,-0.472617981605333,0.00176267009398296,-0.577213580361841,0.25846311733612,-5.55990028014942,0.00196909426105501,-0.524414917854306,0.00196909426105501,-0.524414917854306
"7",1.20778955268638,8.80403400552954,0.931264315121128,10,1.52050093075434,10,0.24031101725005,1.26910639450949,0.24031101725005,1.26910639450949,1.38688939479431,10,1.52050093075434,10,1.74323903499167,10,1.38688939480242,10,1.87461742896415,10,0.24031101725005,1.26910639450949,1.56413399802712,10,1.87461742896415,10,1.30896304341259,10,0.818661190993934,3.83983865551889
"8",0,-0.166230097744029,0.00134574397281777,-1.51107778612688,0.00125913803870821,-1.03232728071483,0,-0.178495391460917,0,-0.175323156672277,0,-0.18066590860503,0,-0.179820616257927,0,-0.179820616262433,0.00134574397281777,-1.51107778612688,0,-0.19966390414026,0,-0.186025558566476,0,-0.18066590860503,0,-0.179820616257927,0,-0.247663243800807,0.00125913803870821,-1.03232728071483
"9",0,-0.457152308631994,0,-0.406388760707113,0,-0.38805175688243,0,-0.455750210571487,0,-0.457152308630897,0,-0.457152308630897,0,-0.38805175688243,0,-0.457152308631994,0,-0.38805175688243,0,-0.438149554507413,0,-3.39805069289194,0,-0.438149554507413,0,-0.406388760707113,0,-0.406388760707113,0,-0.457152308631994
"10",1512164.74543787,10,1047611.13579464,-9.99984105428075,1047611.13579464,-9.99984105428075,6285715.81460286,10,0.385225992231451,10,2624131.22130172,10,1497706.76609287,10,1497706.76609287,10,1512164.74543787,10,6285715.81460286,10,0.385225992231451,10,898086.013669437,10,1855749.83055419,10,6285715.81460286,10,0.385225992231451,10
"11",0.00321622524878927,0.511819718268238,0.00424360617571117,0.54581726986141,0.00264580604697285,0.465224778872351,0.00218290414066416,0.42466156363979,0.00321622524878927,0.511819718268238,0.00321622524878927,0.511819718268238,0.00264580604697285,0.465224778872351,0.00335576179574721,0.567408246136883,0.00417916470899115,0.588478232335043,0.00335576179574721,0.567408246136883,0.00206484269054932,0.437100107087942,0.00321622524928694,0.51181971830414,0.00206484269054932,0.437100107087942,0.00335576179574721,0.567408246136883,0.00359716716173166,0.523138698877832
"12",0.421888353076605,0.728904025962689,0.587180046866013,0.974003684383511,0.440469357256717,3.79918034618667,1.53933440603333,-8.73553959980376,0.587180046838001,0.974003684058541,0.440469357256717,3.79918034618667,2.58061152647993,2.02349904714516,1.53933440603333,-8.73553959980376,0.440469357256717,3.79918034618667,2.26193489794859,-0.0945025448229278,0.587180046866013,0.974003684383511,0.456209688024287,-0.0142521871427001,0.587180046838001,0.974003684058541,0.00120120251189131,0.0933062353801599,0.421888353076605,0.728904025962689
